Class Name,URL,Original Width,Original Height,Crop X,Crop Y,Crop Width,Crop Height,Scales
solid,https://sftextures.com/texture/3636/0/3635/mossy-rock-multi-color-orange-stone-wall-bumpy-noisy-black-and-green-moss-mold-cracked-surface-seamless-texture-256x256.jpg,2412,1780,10,910,439,360,0.8799551;1.75991
solid,https://mars.nasa.gov/internal_resources/86,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
solid,https://i.vimeocdn.com/filter/overlay?src0=https%3A%2F%2Fi.vimeocdn.com%2Fvideo%2F157831409_1280x720.jpg&src1=https%3A%2F%2Ff.vimeocdn.com%2Fimages_v6%2Fshare%2Fplay_icon_overlay.png,720,720,0,0,720,720,0.4399776;0.8799551;1.75991
solid,https://get.pxhere.com/photo/texture-chair-floor-pattern-brown-clothing-black-cloth-outerwear-wool-material-textile-background-design-scratched-layer-flooring-distressed-688636.jpg,5472,3080,0,0,5472,3080,0.1028519;0.2057038;0.4114076;0.8228151;1.64563
solid,https://get.pxhere.com/photo/grungy-wood-white-vintage-antique-retro-texture-floor-old-wall-pattern-brown-ancient-gray-dirty-grunge-rough-black-material-surface-textile-design-beige-decorative-stained-aged-canvas-flooring-distressed-laminate-flooring-1229939.jpg,3000,2005,0,0,3000,2005,0.1579969;0.3159938;0.6319877;1.263975
solid,https://www.publicdomainpictures.net/pictures/170000/velka/grunge-background-1463561544EzU.jpg,2500,2000,0,0,2500,2000,0.1583919;0.3167838;0.6335677;1.267135
solid,http://13thstreetstudio.typepad.com/.a/6a00d8341eb61d53ef01bb08a06c67970d-pi,1000,643,0,0,1000,643,0.4926654;0.9853308;1.970662
solid,https://www.publicdomainpictures.net/pictures/60000/velka/dark-blue-background.jpg,1920,1280,0,0,1920,1280,0.2474874;0.4949747;0.9899495;1.979899
solid,https://upload.wikimedia.org/wikipedia/commons/e/ea/Legio_XXI_Rapax_-_Reparatur_Lorica_hamata_-_Sechsel%C3%A4uten_2011-04-11_15-30-58.jpg,3888,2592,0,0,3888,2592,0.122216;0.244432;0.4888639;0.9777279;1.955456
solid,https://get.pxhere.com/photo/wood-bale-texture-floor-trunk-wall-pattern-stone-wall-material-close-up-textile-background-cotton-plaster-flooring-1028720.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
solid,http://13thstreetstudio.typepad.com/.a/6a00d8341eb61d53ef01b7c7c9e5b6970b-pi,299,390,60,210,158,135,2.346547
solid,https://c1.staticflickr.com/3/2623/4044932140_e056922380_b.jpg,410,750,50,420,291,276,1.147768
solid,https://get.pxhere.com/photo/texture-sidewalk-floor-wall-stone-pattern-line-geometric-tile-blue-brick-circle-surface-block-art-background-net-symmetry-mosaic-grid-flooring-road-surface-tiled-1022979.jpg,4608,3456,0,0,4608,3456,0.09166199;0.183324;0.366648;0.7332959;1.466592
solid,https://cdn.pixabay.com/photo/2016/11/14/17/56/textile-1824172_960_720.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
solid,http://13thstreetstudio.typepad.com/.a/6a00d8341eb61d53ef01b8d1e45fa7970c-pi,792,594,0,0,792,594,0.5333061;1.066612
solid,https://get.pxhere.com/photo/texture-petal-floor-pattern-line-red-pink-cloth-material-circle-fabric-font-textile-design-text-magenta-cotton-flooring-1255273.jpg,2592,1728,0,0,2592,1728,0.183324;0.366648;0.7332959;1.466592
solid,https://get.pxhere.com/photo/structure-texture-pattern-line-red-curtain-material-interior-design-textile-background-design-net-mesh-hose-wrapped-garden-hose-coiled-flooring-window-covering-window-treatment-hose-reel-1014529.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
solid,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Crochet_solid_shell_stitch.svg/2000px-Crochet_solid_shell_stitch.svg.png,2268,1529,0,0,2268,1529,0.2071837;0.4143673;0.8287346;1.657469
solid,https://get.pxhere.com/photo/wood-wooden-blue-old-dirty-texture-background-horizontal-no-people-macro-selective-focus-pattern-1368003.jpg,2816,2112,0,0,2816,2112,0.1499923;0.2999847;0.5999694;1.199939
solid,https://get.pxhere.com/photo/texture-petal-floor-pattern-line-red-color-pink-interior-design-textile-background-magenta-tissue-flooring-window-covering-1106605.jpg,960,640,0,0,960,640,0.4949747;0.9899495;1.979899
solid,https://www.joann.com/on/demandware.static/-/Sites-joann-product-catalog/default/dw82791f99/images/hi-res/90/9093378.jpg,1200,1358,0,0,1200,1358,0.2639865;0.5279731;1.055946
solid,https://www.joann.com/on/demandware.static/-/Sites-joann-product-catalog/default/dwf28939df/images/hi-res/65/6594907.jpg,904,1024,0,0,904,1024,0.3504246;0.7008492;1.401698
solid,http://solidstonefabrics.com/images/hbc_graphic.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://kawaii.kawaii.at/img/solid-light-blue-fabric-Robert-Kaufman-USA-Periwinkle-179504-1.JPG,800,600,0,0,800,600,0.5279731;1.055946
solid,http://www.huxifabric.com/pic/big/2013-10-30-19-34-11.jpg,458,270,120,60,185,154,2.057038
solid,https://stoffe.kawaiifabric.com/images/product_images/large_img/solid-dark-violet-fabric-Robert-Kaufman-USA-Dark-Violet-190174-2.JPG,1600,1600,0,0,1600,1600,0.1979899;0.3959798;0.7919596;1.583919
solid,https://res.cloudinary.com/greenhouse-fabrics/image/upload/t_zoom/B8775.jpg,400,400,0,0,400,400,0.7919596;1.583919
solid,https://d3lfwsftijx8i.cloudfront.net/patterns/f1069-24lo.jpg,1500,1500,10,0,526,552,0.6022506;1.204501
solid,https://img.etsystatic.com/il/fb39f0/1122900392/il_fullxfull.1122900392_lrwv.jpg?version=0,650,650,0,0,650,650,0.4873597;0.9747195;1.949439
solid,https://img.diytrade.com/cdimg/964712/9753673/0/1247734500/100_cotton_solid_color_flannel_fabric.jpg,556,630,0,0,556,630,0.5697551;1.13951
solid,http://www.curtainsmarket.com/images/productimg/201607/CMT06211138457/Green-Color-Solid-Fabric-The-Curtain-Exchange-CMT06211138457-5.jpg,1000,1000,0,0,1000,1000,0.3167838;0.6335677;1.267135
solid,https://static.wixstatic.com/media/b935a7bee72e432397025439078ce757.jpg/v1/fill/w_758%2ch_622%2cal_c%2cq_85/b935a7bee72e432397025439078ce757.webp,340,270,0,0,340,270,1.173273
solid,https://img.etsystatic.com/il/c4d84f/1388297619/il_340x270.1388297619_92gb.jpg?version=0,900,1200,0,0,900,1200,0.3519821;0.7039641;1.407928
solid,https://www.cheerycurtains.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/q/y/qyk246sf0301.jpg,350,350,0,0,349,325,0.9747195;1.949439
solid,http://p.globalsources.com/IMAGES/PDT/S1153787292/Polyester-Pique-Knitted-Solid-Fabric-Anti-static-Finish-Fluorescence-Color-for-Sports-Ware.jpg,1000,1000,0,0,1000,1000,0.3167838;0.6335677;1.267135
solid,https://d2d00szk9na1qq.cloudfront.net/Product/180db616-2232-4b12-9e2f-5ea6166a9ac6/Images/Large_0380835.jpg,3000,2250,10,390,1886,1869,0.1694938;0.3389875;0.6779751;1.35595
solid,https://img.etsystatic.com/il/289ec2/1244363727/il_fullxfull.1244363727_feex.jpg?version=0,470,470,0,0,470,470,0.6740082;1.348016
solid,https://yourfleece.com/pub/media/catalog/product/cache/small_image/470x470/beff4985b56e3afdbeabfc89641a4582/n/a/navy.jpg,631,446,0,0,630,392,0.808122;1.616244
solid,https://www.fabricgenie.com/product_images/thumb/ACBC1A-3000%20BURGANDY.jpg,1575,2048,0,0,1575,2048,0.2011326;0.4022652;0.8045304;1.609061
solid,https://d2d00szk9na1qq.cloudfront.net/Product/244edef4-5027-427b-b71f-8219f33d86f0/Images/Large_0278312.jpg,1000,1000,0,0,1000,1000,0.3167838;0.6335677;1.267135
solid,https://cdn.shopify.com/s/files/1/2930/2308/products/printed-pale-blue-solid-background-for-baby-backdrop_c8cdf937-a444-4088-b9e5-7af8b194d153_1024x1024@2x.jpg?v=1522759401,300,400,0,50,300,298,1.063033
solid,https://www.flagandbanner.com/images/bluecolorfabriccat.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://kqcdn.interweave.com/media/catalog/product/cache/3/image/9df78eab33525d08d6e5fb8d27136e95/1/0/1008775U.jpg,800,463,0,0,800,463,0.6841984;1.368397
solid,https://www.creative-cables.com.au/9696-big_default/round-electric-cable-covered-by-rayon-solid-color-fabric-rm22-whiskey.jpg,470,403,0,0,470,403,0.7860641;1.572128
solid,https://media.rainpos.com/674_hd813.jpg,1000,1400,0,500,1000,908,0.3488809;0.6977618;1.395524
solid,https://s3.amazonaws.com/spoonflower/public/design_thumbnails/0461/4923/night_grey_linen_shop_preview.png,500,500,0,0,500,500,0.6335677;1.267135
solid,https://www.aamio.com/file/2017/08/Slap-Solid-Fabric-Deep-Blue-Color-Rimi-Cotton-Mens-Formal-Shirt-LMFS169-3.jpg,734,728,0,0,734,728,0.4351426;0.8702853;1.740571
solid,https://shop.americanquilter.com/media/catalog/product/cache/1/image/500x500/9df78eab33525d08d6e5fb8d27136e95/1/9/1929.jpg_3.jpg,416,450,0,0,416,450,0.7614996;1.522999
solid,https://cdn.shopify.com/s/files/1/1852/7897/products/Screen_Shot_2018-03-08_at_1.46.49_PM_2048x.png?v=1521580649,960,538,450,230,225,214,1.480298
solid,https://ae01.alicdn.com/kf/HTB1loK4LFXXXXavXXXXq6xXFXXXv/Solid-Fabric-Plain-Chenille-Yarn-Dyed-Jacquard-Woven-Soft-Curtain-Drapery-Sofa-Cushion-Fabrics-Upholstery-Use.jpg,1000,1000,0,0,366,373,0.8655296;1.731059
solid,https://media.rainpos.com/6996/186726848.jpg,600,600,10,0,599,547,0.5791295;1.158259
solid,https://cdn.pixabay.com/photo/2017/12/14/04/44/fabric-3018258_960_720.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,http://www.hancocks-paducah.com/MF-7717-2121.jpg,340,270,0,0,340,270,1.173273
solid,https://img.etsystatic.com/il/ac0ba6/1399543032/il_340x270.1399543032_1lni.jpg?version=0,600,450,0,0,492,450,0.7039641;1.407928
solid,https://www.connectingthreads.com/images/2013-thumbnails/SE4b/3958.1430813450.jpg,600,600,0,0,600,600,0.5279731;1.055946
solid,http://www.fabricempire.com/images/products/detail/minkysolid_lightpink1.jpg,800,800,0,0,312,315,1.015333
solid,https://cdn.shopify.com/s/files/1/1201/5382/products/Highbury-Plain-Basic-Solid-Polyester-Velvet-Fabric-by-the-Yard-Bright-Purple_grande.jpg?v=1521237488,394,263,0,0,394,263,1.204501
solid,https://www.creative-cables.co.uk/10923-big_default/round-fabric-lighting-flex-electric-cable-rm18-lime-green.jpg,300,300,0,0,300,300,1.055946
solid,https://www.fabricmerchants.com/wp-content/uploads/40-TR13b-1-394x263.jpg,400,400,0,0,400,400,0.7919596;1.583919
solid,https://www.babybedding.com/images/fabric/solid-red-fabric_large.jpg,1000,1000,0,0,1000,1000,0.3167838;0.6335677;1.267135
solid,https://d3lfwsftijx8i.cloudfront.net/patterns/190235H-23lo.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://singularity-buyfabrics.s3.amazonaws.com/products/67877/images/union-bamboo_200.jpg,260,260,0,0,260,260,1.218399
solid,http://cdn1.bigcommerce.com/server4800/lsb1q/products/8559/images/13932/Aqua-Minky-Cuddle-Fabric__91236.1399146729.500.500.jpg?c=2,299,299,0,0,299,299,1.059478
solid,https://secure.img1-fg.wfcdn.com/im/71198828/resize-h260-w260%5Ecompr-r85/3491/34915920/Solid+Fabric.jpg,340,270,0,0,340,270,1.173273
solid,https://www.robertallendesign.com/media/wysiwyg/Fabric/CollectionLPs/SolidsAndTextures/3_DreamChen_299x299_textures.jpg,300,400,0,50,300,295,1.073843
solid,https://img.etsystatic.com/il/40a639/923986582/il_340x270.923986582_pbd6.jpg?version=0,250,250,0,0,250,250,1.267135
solid,https://www.acornfabrics.com/image/cache/data/Classic/OXFORD-PLAIN-NAVY-FINE-SHIRTING-FABRIC-240x180.jpg,800,1065,10,540,297,258,1.227844
solid,https://i5.walmartimages.com/asr/66428d6e-3c5c-4a35-8186-630752c2c48d_1.3269916a541099ac0c88ee2a8db64d3c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,450,450,0,0,450,450,0.7039641;1.407928
solid,https://cdn.shopify.com/s/files/1/0886/8662/products/Large_0430671_compact.jpg?v=1487356022,900,1200,0,0,900,1200,0.3519821;0.7039641;1.407928
solid,https://shop.r10s.jp/kabegamikakumei/cabinet/boras/linen/linen-blue-d01.jpg,300,300,0,0,299,269,1.177635
solid,https://static1.squarespace.com/static/553af341e4b0955fe533131c/5a88c9e9c83025f59a750b7b/5a88ca11e2c4831ac9335a11/1518988179681/cbhm-053.jpg?format=300w,255,255,0,0,255,255,1.24229
solid,https://www.yoderdepartmentstore.com/store/landing_pages/fabric.jpg,425,236,0,0,425,236,1.342304
solid,https://images-na.ssl-images-amazon.com/images/I/51ZxB0bF6qL._SX425_.jpg,570,760,0,0,570,760,0.5557611;1.111522
solid,http://www.cutetape.com/shop/media/catalog/product/cache/1/image/400x380/17f82f742ffe127f42dca9de82fb58b1/s/o/solid-fabric-tape-2.jpg,736,736,0,0,736,736,0.4304128;0.8608256;1.721651
solid,https://img.etsystatic.com/il/8a3ec5/1175484343/il_570xN.1175484343_na5c.jpg?version=0,236,236,0,0,236,236,1.342304
solid,https://i.pinimg.com/736x/78/77/7d/78777d3f06440b74eedd7a2dbb0af8c7--rail-guard-craft-projects.jpg,394,263,0,0,394,263,1.204501
solid,https://www.acornfabrics.com/image/cache/data/Classic/OXFORD-PLAIN-SKY-FINE-SHIRTING-FABRIC-600x450.jpg,600,450,0,0,600,450,0.7039641;1.407928
solid,https://i.pinimg.com/236x/1c/38/ab/1c38abe6f1c19f9eded8684c155dc60f.jpg,1600,1600,0,0,1600,1600,0.1979899;0.3959798;0.7919596;1.583919
solid,https://res.cloudinary.com/greenhouse-fabrics/image/upload/t_zoom/B8769.jpg,492,493,0,0,492,446,0.7102776;1.420555
solid,http://co-nnect.me/wp-content/uploads/2017/07/solid-fabric-quilts-solid-fabric-quilts-find-this-pin-and-more-on-solid-fabric-quilts-solid-fabric-quilt-patterns-solid-fabric-quilt-patterns.jpg,700,700,0,0,700,700,0.4525483;0.9050967;1.810193
solid,https://www.fabricgenie.com/product_images/thumb/LCJQ9E-10048_WHITE.jpg,480,371,70,40,117,103,3.075571
solid,https://cdn.shopify.com/s/files/1/0966/6804/products/tessworlddesigns-african_fabric-solid_large.png?v=1506551669,1575,2048,0,0,1575,2048,0.2011326;0.4022652;0.8045304;1.609061
solid,http://p.globalsources.com/IMAGES/PDT/S1159831812/Velvet-Solid-Fabric.jpg,350,307,0,0,350,307,1.031869
solid,https://kqcdn.interweave.com/media/catalog/product/cache/3/image/9df78eab33525d08d6e5fb8d27136e95/1/0/1007854.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://cdn.shopify.com/s/files/1/2930/2308/products/light-blue-sky-photography-solid-fabric-backdrop_1024x1024@2x.jpg?v=1522714753,1000,669,0,0,1000,669,0.4735184;0.9470369;1.894074
solid,https://media.rainpos.com/6996/186701353.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,https://media.rainpos.com/674/picture_130.jpg,400,280,0,0,400,280,1.131371
solid,http://liveartgalleryfabrics.com/wp-content/uploads/2016/04/PE-401-Verve-Violet_500px.jpg,340,317,0,0,340,317,0.9993181;1.998636
solid,http://www.seyou-fabric.com/imageRepository/ed28829f-51d4-4f9e-bf1e-b93302b2299b.jpg,400,400,0,0,400,400,0.7919596;1.583919
solid,https://www.onlinefabricstore.net/images/product-images/lg/HMCJLIL_1.jpg,1600,1600,0,0,1600,1600,0.1979899;0.3959798;0.7919596;1.583919
solid,https://images.prod.meredith.com/product/e121e6da47aa5761b498924ccba529cc/1513866962566/m/shason-textile-halloween-tricot-solid-fabric-multiple-colors,800,800,0,0,800,800,0.3959798;0.7919596;1.583919
solid,https://www.joann.com/on/demandware.static/-/Sites-joann-product-catalog/default/dw4aa021f2/images/hi-res/11/11770617.jpg,500,500,0,0,500,500,0.6335677;1.267135
solid,http://360giaitri.info/wp-content/uploads/2018/03/chartreuse-fabric-upholstery-fabric-allure-chartreuse-velvet-solid-fabric-pattern-chartreuse-fabric-nz.jpg,450,450,30,140,234,184,1.721651
solid,https://images.fabric.com/images/693/693/SFR-002.jpg,685,693,0,0,685,693,0.4624581;0.9249163;1.849833
solid,https://i5.walmartimages.com/asr/fa289656-54fe-4e8f-8801-5eff053b33b6_1.d22bad0c3c8875fdcdd95e2c330cbc4d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,384,288,0,0,384,288,1.099944
solid,http://4.bp.blogspot.com/-MGPImiUNQgs/U91LSc9_CJI/AAAAAAAASEM/7rrM41mJwr0/s1600/fabriccomparision&park+033.JPG,480,480,0,0,480,480,0.6599663;1.319933
solid,http://images2.imgix.net/p4dbimg/401/fabrics/griffin%20platinum.jpg?fit=crop&trim=color&trimcolor=FFFFFF&trimtol=5&w=384&h=288&fm=pjpg,1536,2048,390,660,893,836,0.378928;0.7578561;1.515712
solid,https://cdn.shopify.com/s/files/1/2064/8787/products/BHF-02-116_MAIN_480x.png?v=1506673131,280,280,0,0,280,280,1.131371
solid,https://img.etsystatic.com/il/12dbd6/1342244660/il_fullxfull.1342244660_84ym.jpg?version=1,680,330,0,0,680,330,0.959951;1.919902
solid,https://cdn.rosenberryrooms.com/media/catalog/product/cache/1/image/280x280/9df78eab33525d08d6e5fb8d27136e95/n/e/new-arrivals-inc-fabric-aqua-solid-10_1.jpg,1200,1200,0,0,1200,1200,0.2639865;0.5279731;1.055946
solid,http://farmfreshfabrics.com/wp-content/uploads/74222FCW34-680x330.jpg,300,413,0,0,300,413,1.055946
solid,https://cdn.shopify.com/s/files/1/2497/6640/products/simply-primitive-batik-806b-green-solid-fabric-by-the-yard-textiles-all-about-quilting-grass_760_380x@2x.jpg?v=1527903770,400,400,0,0,400,400,0.7919596;1.583919
solid,https://www.acornfabrics.com/image/cache/data/Classic/OXFORD-PLAIN-NAVY-FINE-SHIRTING-FABRIC-495x371.jpg,495,371,0,0,495,371,0.8538648;1.70773
